id,path,no_cotizacion,fecha,producto,sku,descripcion,unidades,precio_p,precio_unitario,precio_cu,precio_final
9/VE-Z1-1047,2024/VE-Z1-1047,VE-Z1-1047,03/04/2024,Gabinete,TD500V2-KGNN-S00,"Gabinete Cooler Master MasterBox TD500 Mesh V2 con Ventana Midi-Tower, ATX/EATX/Micro-ATX/Mini-ITX/SSI CEB, USB 3.0, sin Fuente, 3 Ventiladores ARGB Instalados, Negro",1,1500,1500,2145,2145
10/VE-Z1-1047,2024/VE-Z1-1047,VE-Z1-1047,03/04/2024,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
11/VE-Z1-1047,2024/VE-Z1-1047,VE-Z1-1047,03/04/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,1000,1000,1430,1430
1/VE-Z1-1048,2024/VE-Z1-1048,VE-Z1-1048,04/04/2024,Procesador,100-100000252BOX,"Procesador AMD Ryzen 5 5600G con Gráficos Radeon 7, S-AM4, 3.90GHz, Six-Core, 16MB L3 Caché - incluye Disipador Wraith Stealth",1,1900,1900,2508,2508
2/VE-Z1-1048,2024/VE-Z1-1048,VE-Z1-1048,04/04/2024,Motherboard,B550M PRO-VDH WIFI,"Tarjeta Madre MSI B550M PRO-VDH WIFI, S-AM4, AMD B550, HDMI, 128GB DDR4 para AMD",1,1300,1300,1859,1859
3/VE-Z1-1048,2024/VE-Z1-1048,VE-Z1-1048,04/04/2024,RAM,KF432C16BB1/16,"Memoria RAM Kingston FURY Beast DDR4, 3200MHz, 16GB, Non-ECC, CL16, XMP",1,600,600,858,858
4/VE-Z1-1048,2024/VE-Z1-1048,VE-Z1-1048,04/04/2024,SSD,SNV2S/1000G,"SSD Kingston NV2 NVMe, 1 TB, PCI Express 4.0, M.2",1,909.79,909.79,1301,1301
5/VE-Z1-1048,2024/VE-Z1-1048,VE-Z1-1048,04/04/2024,Gabinete,AC-933063,"Gabinete Acteck Kioto GC220 con Ventana Micro Tower, Micro ATX/Mini-ITX, USB 2.0, con Fuente 500W, sin Ventiladores Instalados, Negro",1,450,450,643.5,643.5
6/VE-Z1-1048,2024/VE-Z1-1048,VE-Z1-1048,04/04/2024,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
7/VE-Z1-1048,2024/VE-Z1-1048,VE-Z1-1048,04/04/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,850,850,1215.5,1215.5
1/VE-Z1-1049,2024/VE-Z1-1049,VE-Z1-1049,05/04/2024,Procesador,100-100000252BOX,"Procesador Amd Ryzen 5 5600g, Skt Am4, Max Boost 4.4ghz, Graficos Frecuencia 1900ghz",1,1900,1900,2508,2508
2/VE-Z1-1049,2024/VE-Z1-1049,VE-Z1-1049,05/04/2024,Motherboard,PRIME B550M-A AC,"Tarjeta Madre Asus Prime B550m-a Ac, Am4, 4 Xddr4, Micro Atx, 2xusb 2.0, 4xusb 3.2gen 1, 1xvga, 1xhdmi, 1xdvi-d, Wifi",1,1500,1500,2145,2145
3/VE-Z1-1049,2024/VE-Z1-1049,VE-Z1-1049,05/04/2024,GPU,,"Tarjeta De Video Msi Ventus GeForce GTX 1650 D6 Ventus Xs Ocv3, 896 Nucleos Cuda, 4 Gb, 128bit Gddr6",1,2100,2100,2772,2772
4/VE-Z1-1049,2024/VE-Z1-1049,VE-Z1-1049,05/04/2024,RAM,AX4U320016G16A-SBKD35,"Memoria Ram Adata Xpg Gammix D35, 16gb, Ddr4, 3200mhz, Pc4-25600",1,500,500,715,715
5/VE-Z1-1049,2024/VE-Z1-1049,VE-Z1-1049,05/04/2024,SSD,WDS500G2G0C,"Ssd Western Digital Green Sn350 500 Gb, M.2, Pci Express 3.0 Lectura 2400 Mb/s, Escritura 1500 Mb/s",1,500,500,715,715
6/VE-Z1-1049,2024/VE-Z1-1049,VE-Z1-1049,05/04/2024,Fuente de Poder,,"Fuente De Poder Gigabyte Gp-650b, 650w, 20+4 Pin Atx, 1 Cpu 4+4, 4 Pci-e 6+2, 6 Sata, 3 Molex, 80 Plus Bronce",1,907.34,907.34,1297.5,1297.5
7/VE-Z1-1049,2024/VE-Z1-1049,VE-Z1-1049,05/04/2024,Gabinete,MAG FORGE M100A,"Gabinete Msi Mag Forge M100a, Ventana Lateral Acrilico, 3 Ventiladores Frontales, 1 Ventilador Trasero Rgb",1,800,800,1144,1144
8/VE-Z1-1049,2024/VE-Z1-1049,VE-Z1-1049,05/04/2024,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
9/VE-Z1-1049,2024/VE-Z1-1049,VE-Z1-1049,05/04/2024,Monitor,,"Monitor Acteck 21.5 Pulgadas, 1xhdmi, 1xvga, 1920 X 1080 Pixeles, Respuesta 8 Ms, 75 Hz, Panel Va, Negro",1,1100,1100,1573,1573
10/VE-Z1-1049,2024/VE-Z1-1049,VE-Z1-1049,05/04/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,850,850,1215.5,1215.5
1/VE-Z1-1050 (OFERTA 1 R5),2024/VE-Z1-1050 (OFERTA 1 R5),VE-Z1-1050 (OFERTA 1 R5),03/04/2024,Procesador,100-100000252BOX,"Procesador AMD Ryzen 5 5600G con Gráficos Radeon 7, S-AM4, 3.90GHz, Six-Core, 16MB L3 Caché - incluye Disipador Wraith Stealth",1,1900,1900,2508,2508
2/VE-Z1-1050 (OFERTA 1 R5),2024/VE-Z1-1050 (OFERTA 1 R5),VE-Z1-1050 (OFERTA 1 R5),03/04/2024,Motherboard,90MB19U0-MVAAY0,"Tarjeta Madre ASUS ATX TUF Gaming B550-PLUS WIFI II, S-AM4, AMD B550, HDMI, 128GB DDR4 para AMD",1,2700,2700,3861,3861
3/VE-Z1-1050 (OFERTA 1 R5),2024/VE-Z1-1050 (OFERTA 1 R5),VE-Z1-1050 (OFERTA 1 R5),03/04/2024,GPU,GEFORCE RTX 3060 VENTUS 2X 12G OC,"Tarjeta de Video MSI NVIDIA GeForce RTX 3060 VENTUS 2X 12G OC, 12GB 192-bit GDDR6, PCI Express 4.0",1,4800,4800,6336,6336
4/VE-Z1-1050 (OFERTA 1 R5),2024/VE-Z1-1050 (OFERTA 1 R5),VE-Z1-1050 (OFERTA 1 R5),03/04/2024,RAM,AX4U320016G16A-SWHD35G,"Memoria RAM XPG Spectrix D35G RGB DDR4, 3200MHz, 16GB, Non-ECC, CL16, Blanco",1,600,600,858,858
5/VE-Z1-1050 (OFERTA 1 R5),2024/VE-Z1-1050 (OFERTA 1 R5),VE-Z1-1050 (OFERTA 1 R5),03/04/2024,SSD,SNV2S/1000G,"SSD Kingston NV2 NVMe, 1TB, PCI Express 4.0, M.2",1,900,900,1287,1287
6/VE-Z1-1050 (OFERTA 1 R5),2024/VE-Z1-1050 (OFERTA 1 R5),VE-Z1-1050 (OFERTA 1 R5),03/04/2024,Disipador,MFL-B2DW-18NPA-R1,"Ventilador Cooler Master MasterFan MF120 Halo LED RGB, 120mm, 650-1800RPM, Blanco",1,400,400,572,572
7/VE-Z1-1050 (OFERTA 1 R5),2024/VE-Z1-1050 (OFERTA 1 R5),VE-Z1-1050 (OFERTA 1 R5),03/04/2024,Fuente de Poder,BR-937719,"Fuente de Poder Balam Rush Pulsar 650PR 80 PLUS White, 20+4 pin ATX, 650W",1,600,600,858,858
8/VE-Z1-1050 (OFERTA 1 R5),2024/VE-Z1-1050 (OFERTA 1 R5),VE-Z1-1050 (OFERTA 1 R5),03/04/2024,Gabinete,TD500V2-WGNN-S00,"Gabinete Cooler Master MasterBox TD500 Mesh V2 Ryu con Ventana, Midi-Tower, ATX/EATX/Micro-ATX/Mini-ITX/SSI CEB, USB 3.2, sin Fuente, 4 Ventiladores ARGB Instalados, Blanco",1,1600,1600,2288,2288
9/VE-Z1-1050 (OFERTA 1 R5),2024/VE-Z1-1050 (OFERTA 1 R5),VE-Z1-1050 (OFERTA 1 R5),03/04/2024,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
10/VE-Z1-1050 (OFERTA 1 R5),2024/VE-Z1-1050 (OFERTA 1 R5),VE-Z1-1050 (OFERTA 1 R5),03/04/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,851.05,851.05,1217,1217
1/VE-Z1-1050 (OFERTA 2 R7),2024/VE-Z1-1050 (OFERTA 2 R7),VE-Z1-1050 (OFERTA 2 R7),03/04/2024,Procesador,100-100001488BOX,"Procesador AMD Ryzen 7 5700G, S-AM4, 3.80GHz, 8-Core, 16MB L3 Caché - incluye Disipador Wraith Stealth",1,2600,2600,3432,3432
2/VE-Z1-1050 (OFERTA 2 R7),2024/VE-Z1-1050 (OFERTA 2 R7),VE-Z1-1050 (OFERTA 2 R7),03/04/2024,Motherboard,90MB19U0-MVAAY0,"Tarjeta Madre ASUS ATX TUF Gaming B550-PLUS WIFI II, S-AM4, AMD B550, HDMI, 128GB DDR4 para AMD",1,2700,2700,3861,3861
3/VE-Z1-1050 (OFERTA 2 R7),2024/VE-Z1-1050 (OFERTA 2 R7),VE-Z1-1050 (OFERTA 2 R7),03/04/2024,GPU,RTX 5050 8G VENTUS 2X OC,"Tarjeta de Video MSI NVIDIA GeForce RTX 4060 VENTUS 2X BLACK 8G OC, 8GB 128-bit GDDR6, PCI Express 4.0",1,5000,5000,6600,6600
4/VE-Z1-1050 (OFERTA 2 R7),2024/VE-Z1-1050 (OFERTA 2 R7),VE-Z1-1050 (OFERTA 2 R7),03/04/2024,RAM,AX4U320016G16A-SWHD35G,"Memoria RAM XPG Spectrix D35G RGB DDR4, 3200MHz, 16GB, Non-ECC, CL16, Blanco",2,600,600,858,1716
5/VE-Z1-1050 (OFERTA 2 R7),2024/VE-Z1-1050 (OFERTA 2 R7),VE-Z1-1050 (OFERTA 2 R7),03/04/2024,SSD,SNV2S/1000G,"SSD Kingston NV2 NVMe, 1TB, PCI Express 4.0, M.2",1,900,900,1287,1287
6/VE-Z1-1050 (OFERTA 2 R7),2024/VE-Z1-1050 (OFERTA 2 R7),VE-Z1-1050 (OFERTA 2 R7),03/04/2024,HDD 1,MFL-B2DW-18NPA-R1,"Ventilador Cooler Master MasterFan MF120 Halo LED RGB, 120mm, 650-1800RPM, Blanco",1,400,400,572,572
7/VE-Z1-1050 (OFERTA 2 R7),2024/VE-Z1-1050 (OFERTA 2 R7),VE-Z1-1050 (OFERTA 2 R7),03/04/2024,Disipador,R-AG400-WHANMC-G-2,"Disipador CPU DeepCool AG400 BK ARGB, 120mm, 500 - 2000RPM, Blanco",1,500,500,715,715
8/VE-Z1-1050 (OFERTA 2 R7),2024/VE-Z1-1050 (OFERTA 2 R7),VE-Z1-1050 (OFERTA 2 R7),03/04/2024,Fuente de Poder,BR-937672,"Fuente de Poder Balam Rush GR Burst GR750B 80 PLUS Bronze, 20+4 pin ATX, 750W",1,900,900,1287,1287
9/VE-Z1-1050 (OFERTA 2 R7),2024/VE-Z1-1050 (OFERTA 2 R7),VE-Z1-1050 (OFERTA 2 R7),03/04/2024,Gabinete,TD500V2-WGNN-S00,"Gabinete Cooler Master MasterBox TD500 Mesh V2 Ryu con Ventana, Midi-Tower, ATX/EATX/Micro-ATX/Mini-ITX/SSI CEB, USB 3.2, sin Fuente, 4 Ventiladores ARGB Instalados, Blanco",1,1600,1600,2288,2288
10/VE-Z1-1050 (OFERTA 2 R7),2024/VE-Z1-1050 (OFERTA 2 R7),VE-Z1-1050 (OFERTA 2 R7),03/04/2024,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
11/VE-Z1-1050 (OFERTA 2 R7),2024/VE-Z1-1050 (OFERTA 2 R7),VE-Z1-1050 (OFERTA 2 R7),03/04/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,858.04,858.04,1227,1227
1/VE-Z1-1050 (OFERTA 3 i5),2024/VE-Z1-1050 (OFERTA 3 i5),VE-Z1-1050 (OFERTA 3 i5),03/04/2024,Procesador,BX8071512600K,"Procesador Intel Core i5-12600K, S-1700, 3.70GHz, 10-Core, 20MB Smart Cache (12va. Generación - Alder Lake)",1,3300,3300,4356,4356
2/VE-Z1-1050 (OFERTA 3 i5),2024/VE-Z1-1050 (OFERTA 3 i5),VE-Z1-1050 (OFERTA 3 i5),03/04/2024,Motherboard,MAG B760 TOMAHAWK WIFI DDR4,"Tarjeta Madre MSI ATX MAG B760 TOMAHAWK WIFI DDR4, S-1700, Intel B760, HDMI, 128GB DDR4 para Intel",1,3000,3000,4290,4290
3/VE-Z1-1050 (OFERTA 3 i5),2024/VE-Z1-1050 (OFERTA 3 i5),VE-Z1-1050 (OFERTA 3 i5),03/04/2024,GPU,GEFORCE RTX 3060 VENTUS 2X 12G OC,"Tarjeta de Video MSI NVIDIA GeForce RTX 3060 VENTUS 2X 12G OC, 12GB 192-bit GDDR6, PCI Express 4.0",1,4800,4800,6336,6336
4/VE-Z1-1050 (OFERTA 3 i5),2024/VE-Z1-1050 (OFERTA 3 i5),VE-Z1-1050 (OFERTA 3 i5),03/04/2024,RAM,AX4U320016G16A-SWHD35G,"Memoria RAM XPG Spectrix D35G RGB DDR4, 3200MHz, 16GB, Non-ECC, CL16, Blanco",1,600,600,858,858
5/VE-Z1-1050 (OFERTA 3 i5),2024/VE-Z1-1050 (OFERTA 3 i5),VE-Z1-1050 (OFERTA 3 i5),03/04/2024,SSD,SNV2S/1000G,"SSD Kingston NV2 NVMe, 1TB, PCI Express 4.0, M.2",1,900,900,1287,1287
6/VE-Z1-1050 (OFERTA 3 i5),2024/VE-Z1-1050 (OFERTA 3 i5),VE-Z1-1050 (OFERTA 3 i5),03/04/2024,HDD 1,MFL-B2DW-18NPA-R1,"Ventilador Cooler Master MasterFan MF120 Halo LED RGB, 120mm, 650-1800RPM, Blanco",1,400,400,572,572
7/VE-Z1-1050 (OFERTA 3 i5),2024/VE-Z1-1050 (OFERTA 3 i5),VE-Z1-1050 (OFERTA 3 i5),03/04/2024,Disipador,BR-937917,"Disipador CPU Balam Rush NITROX NX50W, 120mm, 800 - 1800RPM, Blanco",1,300,300,429,429
8/VE-Z1-1050 (OFERTA 3 i5),2024/VE-Z1-1050 (OFERTA 3 i5),VE-Z1-1050 (OFERTA 3 i5),03/04/2024,Fuente de Poder,BR-937672,"Fuente de Poder Balam Rush GR Burst GR750B 80 PLUS Bronze, 20+4 pin ATX, 750W",1,900,900,1287,1287
9/VE-Z1-1050 (OFERTA 3 i5),2024/VE-Z1-1050 (OFERTA 3 i5),VE-Z1-1050 (OFERTA 3 i5),03/04/2024,Gabinete,TD500V2-WGNN-S00,"Gabinete Cooler Master MasterBox TD500 Mesh V2 Ryu con Ventana, Midi-Tower, ATX/EATX/Micro-ATX/Mini-ITX/SSI CEB, USB 3.2, sin Fuente, 4 Ventiladores ARGB Instalados, Blanco",1,1600,1600,2288,2288
10/VE-Z1-1050 (OFERTA 3 i5),2024/VE-Z1-1050 (OFERTA 3 i5),VE-Z1-1050 (OFERTA 3 i5),03/04/2024,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
11/VE-Z1-1050 (OFERTA 3 i5),2024/VE-Z1-1050 (OFERTA 3 i5),VE-Z1-1050 (OFERTA 3 i5),03/04/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,896.5,896.5,1282,1282
1/VE-Z1-1050 (OFERTA 4 i7),2024/VE-Z1-1050 (OFERTA 4 i7),VE-Z1-1050 (OFERTA 4 i7),03/04/2024,Procesador,BX8071512700K,"Procesador Intel Core i7-12700K Intel UHD Graphics 770, S-1700, 3.60GHz, 12-Core, 25MB Smart Cache (12va. Generación - Alder Lake)",1,4500,4500,5940,5940
2/VE-Z1-1050 (OFERTA 4 i7),2024/VE-Z1-1050 (OFERTA 4 i7),VE-Z1-1050 (OFERTA 4 i7),03/04/2024,Motherboard,MAG B760 TOMAHAWK WIFI DDR4,"Tarjeta Madre MSI ATX MAG B760 TOMAHAWK WIFI DDR4, S-1700, Intel B760, HDMI, 128GB DDR4 para Intel",1,3000,3000,4290,4290
3/VE-Z1-1050 (OFERTA 4 i7),2024/VE-Z1-1050 (OFERTA 4 i7),VE-Z1-1050 (OFERTA 4 i7),03/04/2024,GPU,RTX 5050 8G VENTUS 2X OC,"Tarjeta de Video MSI NVIDIA GeForce RTX 4060 VENTUS 2X BLACK 8G OC, 8GB 128-bit GDDR6, PCI Express 4.0",1,5000,5000,6600,6600
4/VE-Z1-1050 (OFERTA 4 i7),2024/VE-Z1-1050 (OFERTA 4 i7),VE-Z1-1050 (OFERTA 4 i7),03/04/2024,RAM,AX4U320016G16A-SWHD35G,"Memoria RAM XPG Spectrix D35G RGB DDR4, 3200MHz, 16GB, Non-ECC, CL16, Blanco",2,600,600,858,1716
5/VE-Z1-1050 (OFERTA 4 i7),2024/VE-Z1-1050 (OFERTA 4 i7),VE-Z1-1050 (OFERTA 4 i7),03/04/2024,SSD,SNV2S/1000G,"SSD Kingston NV2 NVMe, 1TB, PCI Express 4.0, M.2",1,900,900,1287,1287
6/VE-Z1-1050 (OFERTA 4 i7),2024/VE-Z1-1050 (OFERTA 4 i7),VE-Z1-1050 (OFERTA 4 i7),03/04/2024,HDD 1,MFL-B2DW-18NPA-R1,"Ventilador Cooler Master MasterFan MF120 Halo LED RGB, 120mm, 650-1800RPM, Blanco",1,400,400,572,572
7/VE-Z1-1050 (OFERTA 4 i7),2024/VE-Z1-1050 (OFERTA 4 i7),VE-Z1-1050 (OFERTA 4 i7),03/04/2024,Disipador,BR-937917,"Disipador CPU Balam Rush NITROX NX50W, 120mm, 800 - 1800RPM, Blanco",1,300,300,429,429
8/VE-Z1-1050 (OFERTA 4 i7),2024/VE-Z1-1050 (OFERTA 4 i7),VE-Z1-1050 (OFERTA 4 i7),03/04/2024,Fuente de Poder,BR-937672,"Fuente de Poder Balam Rush GR Burst GR750B 80 PLUS Bronze, 20+4 pin ATX, 750W",1,900,900,1287,1287
9/VE-Z1-1050 (OFERTA 4 i7),2024/VE-Z1-1050 (OFERTA 4 i7),VE-Z1-1050 (OFERTA 4 i7),03/04/2024,Gabinete,TD500V2-WGNN-S00,"Gabinete Cooler Master MasterBox TD500 Mesh V2 Ryu con Ventana, Midi-Tower, ATX/EATX/Micro-ATX/Mini-ITX/SSI CEB, USB 3.2, sin Fuente, 4 Ventiladores ARGB Instalados, Blanco",1,1600,1600,2288,2288
10/VE-Z1-1050 (OFERTA 4 i7),2024/VE-Z1-1050 (OFERTA 4 i7),VE-Z1-1050 (OFERTA 4 i7),03/04/2024,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
11/VE-Z1-1050 (OFERTA 4 i7),2024/VE-Z1-1050 (OFERTA 4 i7),VE-Z1-1050 (OFERTA 4 i7),03/04/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,892.31,892.31,1276,1276
1/VE-Z1-1051,2024/VE-Z1-1051,VE-Z1-1051,05/04/2024,Procesador,100-100000910WOF,"Procesador AMD Ryzen 7 7800X3D, S-AM5, 4.20GHz, 8-Core, 96MB L3 Caché - No Incluye Disipador",1,6200,6200,8184,8184
2/VE-Z1-1051,2024/VE-Z1-1051,VE-Z1-1051,05/04/2024,Motherboard,90MB1BF0-M0EAY0,"Tarjeta Madre ASUS Micro-ATX TUF GAMING B650M-PLUS WIFI, S-AM5, AMD B650, HDMI, 128GB DDR5 para AMD",1,3600,3600,5148,5148
3/VE-Z1-1051,2024/VE-Z1-1051,VE-Z1-1051,05/04/2024,GPU,V375-279R,"Tarjeta de Video MSI NVIDIA GeForce RTX 4070 Ti SUPER 16G VENTUS 3X OC, 16GB 256-bit GDDR6X, PCI Express x16 4.0",1,13300,13300,17556,17556
4/VE-Z1-1051,2024/VE-Z1-1051,VE-Z1-1051,05/04/2024,RAM,KF556C40BBA-16,"Memoria RAM Kingston FURY Beast RGB DDR5, 5600MHz, 16GB, Non-ECC, CL40, XMP",2,1000,1000,1430,2860
5/VE-Z1-1051,2024/VE-Z1-1051,VE-Z1-1051,05/04/2024,SSD,BL.9BWWA.125,"SSD Acer FA200 NVMe, 2TB, PCI Express 4.0, M.2",1,1700,1700,2431,2431
6/VE-Z1-1051,2024/VE-Z1-1051,VE-Z1-1051,05/04/2024,HDD 1,MFX-B2DW-183PA-R1,"Ventilador Cooler Master SickleFlow 120 ARGB Reverse, 120mm, 650 - 1800RPM, Negro",1,189.86,189.86,271.5,271.5
7/VE-Z1-1051,2024/VE-Z1-1051,VE-Z1-1051,05/04/2024,Disipador,RR-S4KK-20PA-R1,"Disipador CPU Cooler Master Hyper 212 Halo Black, 120mm, 650 - 2050RPM, Negro",1,700,700,1001,1001
8/VE-Z1-1051,2024/VE-Z1-1051,VE-Z1-1051,05/04/2024,Fuente de Poder,BR-940320,"Fuente de Poder Balam Rush GR Burst GR850G 80 PLUS Gold, 20+4 pin ATX, 850W",1,1200,1200,1716,1716
9/VE-Z1-1051,2024/VE-Z1-1051,VE-Z1-1051,05/04/2024,Gabinete,TD500V2-KGNN-S00,"Gabinete Cooler Master MasterBox TD500 Mesh V2 con Ventana Midi-Tower, ATX/EATX/Micro-ATX/Mini-ITX/SSI CEB, USB 3.0, sin Fuente, 3 Ventiladores ARGB Instalados, Negro",1,1400,1400,2002,2002
10/VE-Z1-1051,2024/VE-Z1-1051,VE-Z1-1051,05/04/2024,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
11/VE-Z1-1051,2024/VE-Z1-1051,VE-Z1-1051,05/04/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,850,850,1215.5,1215.5
1/VE-Z1-1052 (UPGRADE),2024/VE-Z1-1052 (UPGRADE),VE-Z1-1052 (UPGRADE),08/04/2024,Procesador,CS-H91FB-01,"Gabinete NZXT H9 Flow con Ventana, Midi-Tower, Mini-ITX/Micro-ATX/ATX, USB 3.2, sin Fuente, 4 Ventiladores Instalados, Negro",1,2510.2,2510.2,3313.46,3313.46
2/VE-Z1-1052 (UPGRADE),2024/VE-Z1-1052 (UPGRADE),VE-Z1-1052 (UPGRADE),08/04/2024,Motherboard,KYBER850G-BKCUS,"Fuente de Poder XPG KYBER 80 PLUS Gold, 24-pin ATX, 120mm, 850W",1,1200,1200,1716,1716
3/VE-Z1-1052 (UPGRADE),2024/VE-Z1-1052 (UPGRADE),VE-Z1-1052 (UPGRADE),08/04/2024,GPU,PVSR416G320C8,"Memoria RAM Patriot Viper Steel RGB DDR4, 3200MHz, 32GB, Non-ECC, CL18, XMP",2,911,911,1202.52,2405.04
4/VE-Z1-1052 (UPGRADE),2024/VE-Z1-1052 (UPGRADE),VE-Z1-1052 (UPGRADE),08/04/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,850,850,1215.5,1215.5
1/VE-Z1-1052 (Servicio),2024/VE-Z1-1052 (Servicio),VE-Z1-1052 (Servicio),06/04/2024,Procesador,Z1RECCLAV,Recuperacion clave,1,643.94,643.94,850,850
1/VE-Z1-1053,2024/VE-Z1-1053,VE-Z1-1053,08/04/2024,Procesador,,CPU INTEL CORE I7 14700F SOC1700 14TH GEN BX8071514700F,1,5500,5500,7260,7260
2/VE-Z1-1053,2024/VE-Z1-1053,VE-Z1-1053,08/04/2024,Motherboard,,TARJETA MADRE ASROCK Z690 TAICHI SOC 1700 DDR5/HDM/DP/USB 3.2/TYPE C,1,4900,4900,7007,7007
3/VE-Z1-1053,2024/VE-Z1-1053,VE-Z1-1053,08/04/2024,GPU,ZT-D40600E-10M,TARJETA DE VIDEO ZOTAC GAMING GEFORCE RTX 4060 TI 8GB TWIN EDGE OC,1,5900,5900,7788,7788
4/VE-Z1-1053,2024/VE-Z1-1053,VE-Z1-1053,08/04/2024,RAM,KF556C40BBA-32,MEMORIA DDR5 KINGSTON FURYBEAST 32GB 5600MHZ RGB CL40 (KF556C40BBA-32),1,1600,1600,2288,2288
5/VE-Z1-1053,2024/VE-Z1-1053,VE-Z1-1053,08/04/2024,SSD,,UNIDAD SSD KINGSTON NV2 1TB M.2 2280 NVMe 3500MB/s(SNV2S/1000G),1,900,900,1287,1287
6/VE-Z1-1053,2024/VE-Z1-1053,VE-Z1-1053,08/04/2024,HDD 1,,VENTILADOR COOLER MASTER MFW-B2DN-18NPA-S3 120MM,1,100,100,143,143
7/VE-Z1-1053,2024/VE-Z1-1053,VE-Z1-1053,08/04/2024,Disipador,,ENFRIAMIENTO DE AIRE COOLER MASTER MA612 MAP-T6PS-218PA-R1,1,1100,1100,1573,1573
8/VE-Z1-1053,2024/VE-Z1-1053,VE-Z1-1053,08/04/2024,Fuente de Poder,,FUENTE DE PODER YEYIAN YFB-75000-01 RAIDEN 750W 80+ BK NON-MODULAR,1,700,700,1001,1001
9/VE-Z1-1053,2024/VE-Z1-1053,VE-Z1-1053,08/04/2024,Gabinete,TD500V2-WGNN-S00,GABINETE COOLER MASTER MID TOWER MASTER BOX TD500 BLANCO (TD500V2-WGNN-S00),1,1400,1400,2002,2002
10/VE-Z1-1053,2024/VE-Z1-1053,VE-Z1-1053,08/04/2024,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
11/VE-Z1-1053,2024/VE-Z1-1053,VE-Z1-1053,08/04/2024,Teclado y ratón,178990,Teclado y ratón,1,2900,2900,4147,4147
12/VE-Z1-1053,2024/VE-Z1-1053,VE-Z1-1053,08/04/2024,Monitor,GW2490,"MONITOR BENQ GW2480L 23.8"" FHD IPS 5MS VGA HDMI VESA BOCINAS 9H.LKYLJ.TPL",1,1800,1800,2574,2574
13/VE-Z1-1053,2024/VE-Z1-1053,VE-Z1-1053,08/04/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,850,850,1215.5,1215.5
1/VE-Z1-1053 (Poliarte),2024/VE-Z1-1053 (Poliarte),VE-Z1-1053 (Poliarte),08/04/2024,Procesador,,CPU INTEL CORE I7 14700F SOC1700 14TH GEN BX8071514700F,1,5500,5500,7260,7260
2/VE-Z1-1053 (Poliarte),2024/VE-Z1-1053 (Poliarte),VE-Z1-1053 (Poliarte),08/04/2024,Motherboard,,TARJETA MADRE ASROCK Z690 TAICHI SOC 1700 DDR5/HDM/DP/USB 3.2/TYPE C,1,4900,4900,7007,7007
3/VE-Z1-1053 (Poliarte),2024/VE-Z1-1053 (Poliarte),VE-Z1-1053 (Poliarte),08/04/2024,GPU,ZT-D40600E-10M,TARJETA DE VIDEO ZOTAC GAMING GEFORCE RTX 4060 TI 8GB TWIN EDGE OC,1,5900,5900,7788,7788
4/VE-Z1-1053 (Poliarte),2024/VE-Z1-1053 (Poliarte),VE-Z1-1053 (Poliarte),08/04/2024,RAM,KF556C40BBA-32,MEMORIA DDR5 KINGSTON FURYBEAST 32GB 5600MHZ RGB CL40 (KF556C40BBA-32),1,1600,1600,2288,2288
5/VE-Z1-1053 (Poliarte),2024/VE-Z1-1053 (Poliarte),VE-Z1-1053 (Poliarte),08/04/2024,SSD,,UNIDAD SSD KINGSTON NV2 1TB M.2 2280 NVMe 3500MB/s(SNV2S/1000G),1,900,900,1287,1287
6/VE-Z1-1053 (Poliarte),2024/VE-Z1-1053 (Poliarte),VE-Z1-1053 (Poliarte),08/04/2024,HDD 1,,VENTILADOR COOLER MASTER MFW-B2DN-18NPA-S3 120MM,1,100,100,143,143
7/VE-Z1-1053 (Poliarte),2024/VE-Z1-1053 (Poliarte),VE-Z1-1053 (Poliarte),08/04/2024,Disipador,,ENFRIAMIENTO DE AIRE COOLER MASTER MA612 MAP-T6PS-218PA-R1,1,1100,1100,1573,1573
