id,path,no_cotizacion,fecha,producto,sku,descripcion,unidades,precio_p,precio_unitario,precio_cu,precio_final
7/VE-Z1-2876,2025/VE-Z1-2876,VE-Z1-2876,26/05/2025,Fuente de Poder,GP-P650G-US,"Fuente De Poder Gigabyte, 80plus Gold, 650w, P650g, Negra",1,900,900,1287,1287
8/VE-Z1-2876,2025/VE-Z1-2876,VE-Z1-2876,26/05/2025,Gabinete,0-761345-10043-4,"Gabinete Antec Cx200m Rbg Elite, Mini Tower, Micro Atx, Itx, 5x Ventiladores Argb, Negro",1,700,700,1001,1001
9/VE-Z1-2876,2025/VE-Z1-2876,VE-Z1-2876,26/05/2025,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
10/VE-Z1-2876,2025/VE-Z1-2876,VE-Z1-2876,26/05/2025,Teclado y ratón,AC-936750,"Kit Teclado Y Mouse Acteck Creator Aurean Pro Mk477g, Alambrico, Usb, Led, Negro",1,300,300,429,429
11/VE-Z1-2876,2025/VE-Z1-2876,VE-Z1-2876,26/05/2025,Monitor,XSMO277B,"Monitor Gamer Xzeal Xsmo277b 27"" Full Hd, Negro",1,1300,1300,1859,1859
12/VE-Z1-2876,2025/VE-Z1-2876,VE-Z1-2876,26/05/2025,Diadema,AC-933056,"Camara Web Acteck Haptos Cw480 Con Microfono, Full Hd, Usb, Negro",1,500,500,715,715
13/VE-Z1-2876,2025/VE-Z1-2876,VE-Z1-2876,26/05/2025,Brazo escritorio,,Bocinas 2.0 para escritorio | AX-2500 | 2.0 Ch + Alimentación 110v 6W + Conexión 3.5mm,1,279.72,279.72,400,400
14/VE-Z1-2876,2025/VE-Z1-2876,VE-Z1-2876,26/05/2025,Otro,,"Regulador Koblenz BP-1410, 700W, 1450VA, Salida 108-132V, 8 Contactos",1,419.58,419.58,600,600
15/VE-Z1-2876,2025/VE-Z1-2876,VE-Z1-2876,26/05/2025,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,0,0,0,0
1/VE-Z1-2877,2025/VE-Z1-2877,VE-Z1-2877,27/05/2025,Procesador,100-100001582BOX,"Procesador Amd Ryzen 7 5800xt, Socket Am4, 3.8 Ghz, Nucleos 8, Cache 36 Mb, Disipador",1,3300,3300,4719,4719
2/VE-Z1-2877,2025/VE-Z1-2877,VE-Z1-2877,27/05/2025,Motherboard,TUF GAMING B550M-PLUS WIFI II,"Tarjeta Madre Asus Tuf Gaming B550m-plus Wifi Ii Socket Am4, Ddr4-sdram, Bluetooth, Am4, Argb Gen2",1,2000,2000,2860,2860
3/VE-Z1-2877,2025/VE-Z1-2877,VE-Z1-2877,27/05/2025,GPU,GV-N4060WF2OC-8GD,"Tarjeta De Video Gigabyte GeForce RTX 4060 Windforce Oc 8g GeForce, 8gb, 128 Bit, Gddr6, Pci Express 4.0",1,6100,6100,8052,8052
4/VE-Z1-2877,2025/VE-Z1-2877,VE-Z1-2877,27/05/2025,RAM,KF432C16BB/16,"Memoria Ram Kingston Fury Beast, 16gb, 3200mhz, Ddr4, Disipador Negro",2,500,500,715,1430
5/VE-Z1-2877,2025/VE-Z1-2877,VE-Z1-2877,27/05/2025,SSD,SNV3S/1000G,"Ssd Kingston Nv3 1tb, M.2, Pci Express 4.0, Lectura 6000 Mb/s, Escritura 4000 Mb/s",1,1000,1000,1430,1430
7/VE-Z1-2877,2025/VE-Z1-2877,VE-Z1-2877,27/05/2025,Fuente de Poder,GP-P650G-US,"Fuente De Poder Gigabyte, 80plus Gold, 650w, P650g, Negra",1,900,900,1287,1287
8/VE-Z1-2877,2025/VE-Z1-2877,VE-Z1-2877,27/05/2025,Gabinete,0-761345-10043-4,"Gabinete Antec Cx200m Rbg Elite, Mini Tower, Micro Atx, Itx, 5x Ventiladores Argb, Negro",1,700,700,1001,1001
9/VE-Z1-2877,2025/VE-Z1-2877,VE-Z1-2877,27/05/2025,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
10/VE-Z1-2877,2025/VE-Z1-2877,VE-Z1-2877,27/05/2025,Teclado y ratón,AC-936750,"Kit Teclado Y Mouse Acteck Creator Aurean Pro Mk477g, Alambrico, Usb, Led, Negro",1,300,300,429,429
11/VE-Z1-2877,2025/VE-Z1-2877,VE-Z1-2877,27/05/2025,Monitor,24B30H2,"Monitor Led Aoc 24b30h2, 23.8"", 1920x1080, Full Hd 1080p, 100hz, Ips, Negro",1,1300,1300,1859,1859
12/VE-Z1-2877,2025/VE-Z1-2877,VE-Z1-2877,27/05/2025,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,500,500,715,715
1/VE-Z1-2878,2025/VE-Z1-2878,VE-Z1-2878,27/05/2025,Procesador,BX8071512700F,"Procesador Intel Core I7-12700f, Skt 1700, 2.10ghz, 12 Core, 25mb Cache",1,4300,4300,6149,6149
2/VE-Z1-2878,2025/VE-Z1-2878,VE-Z1-2878,27/05/2025,Motherboard,B760M DS3H AX DDR4,"Tarjeta Madre Gigabyte B760m Ds3h Ax Ddr4 Socket Lga 1700, Micro Atx",1,2200,2200,3146,3146
3/VE-Z1-2878,2025/VE-Z1-2878,VE-Z1-2878,27/05/2025,GPU,GV-N4060WF2OC-8GD,"Tarjeta De Video Gigabyte GeForce RTX 4060 Windforce Oc 8g GeForce, 8gb, 128 Bit, Gddr6, Pci Express 4.0",1,6000,6000,7920,7920
4/VE-Z1-2878,2025/VE-Z1-2878,VE-Z1-2878,27/05/2025,RAM,KF432C16BB/16,"Memoria Ram Kingston Fury Beast, 16gb, 3200mhz, Ddr4, Disipador Negro",2,500,500,715,1430
5/VE-Z1-2878,2025/VE-Z1-2878,VE-Z1-2878,27/05/2025,SSD,SNV3S/500G,"Ssd Kingston Nv3 500gb, M.2, Pci Express 4.0, Lectura 5000 Mb/s, Escritura 3000 Mb/s",1,600,600,858,858
6/VE-Z1-2878,2025/VE-Z1-2878,VE-Z1-2878,27/05/2025,HDD 1,ST1000VX013,"Disco Duro Seagate Skyhawk 1tb, Sata Iii, 6 Gbit/s, Cache 256mb, 5400rpm, 3.5"", Videovigilancia",1,800,800,1144,1144
7/VE-Z1-2878,2025/VE-Z1-2878,VE-Z1-2878,27/05/2025,Disipador,RR-S4KK-25SN-R1,"Disipador De Calor Cooler Master Hyper 212 Black Edition, Amd/intel, 120mm",1,500,500,715,715
8/VE-Z1-2878,2025/VE-Z1-2878,VE-Z1-2878,27/05/2025,Fuente de Poder,SSR-650GB3,"Fuente De Poder Seasonic S12iii-650, 650w 80 Plus Bronze, 20+4 Pin Atx",1,1000,1000,1430,1430
9/VE-Z1-2878,2025/VE-Z1-2878,VE-Z1-2878,27/05/2025,Gabinete,XZCGB03B,"Gabinete Gamer Xzeal Xz120 Torre Atx, Panel Lateral Vidrio Templado, 3 Vent.120mm Rgb, Sin Fuente, Negro",1,600,600,858,858
10/VE-Z1-2878,2025/VE-Z1-2878,VE-Z1-2878,27/05/2025,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
11/VE-Z1-2878,2025/VE-Z1-2878,VE-Z1-2878,27/05/2025,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,500,500,715,715
1/VE-Z1-2879,2025/VE-Z1-2879,VE-Z1-2879,27/05/2025,Procesador,100-100000591WOF,"Procesador Amd Ryzen 7 7700x, Socket Am5, 4.5 Ghz, 32-bit, 40mb Cache, No Incluye Disipador",1,5000,5000,7150,7150
2/VE-Z1-2879,2025/VE-Z1-2879,VE-Z1-2879,27/05/2025,Motherboard,90MB1BF0-M0EAY0,"Tarjeta Madre Asus Tuf Gaming B650m-plus Wifi, Am5, 4xddr5, Wifi6/ddr5/hdmi/dp/ 2x M.2",1,2800,2800,4004,4004
3/VE-Z1-2879,2025/VE-Z1-2879,VE-Z1-2879,27/05/2025,GPU,GV-N4060WF2OC-8GD,"Tarjeta De Video Gigabyte GeForce RTX 4060 Windforce Oc 8g GeForce, 8gb, 128 Bit, Gddr6, Pci Express 4.0",1,6000,6000,7920,7920
4/VE-Z1-2879,2025/VE-Z1-2879,VE-Z1-2879,27/05/2025,RAM,KF556C36BWEK2-32,"Kit Memoria RAM Kingston FURY Beast DDR5, 5600MHz, 32GB - 2 x 16GB, CL36, XMP/EXPO, Blanco",1,1600,1600,2288,2288
5/VE-Z1-2879,2025/VE-Z1-2879,VE-Z1-2879,27/05/2025,SSD,SNV3S/2000G,"Ssd Kingston Nv3 2 TB, M.2, Pci Express 4.0, Lectura 5000 Mb/s, Escritura 3000 Mb/s",1,1800,1800,2574,2574
6/VE-Z1-2879,2025/VE-Z1-2879,VE-Z1-2879,27/05/2025,Disipador,MLW-D24M-A18PZ-RW,"Enfriamiento Liquido Cooler Master Masterliquid 240l Core Argb, 240mm, Blanco",1,1200,1200,1716,1716
7/VE-Z1-2879,2025/VE-Z1-2879,VE-Z1-2879,27/05/2025,Fuente de Poder,SSR-650GB3,"Fuente De Poder Seasonic S12iii-650, 650w 80 Plus Bronze, 20+4 Pin Atx",1,1000,1000,1430,1430
8/VE-Z1-2879,2025/VE-Z1-2879,VE-Z1-2879,27/05/2025,Gabinete,BR-938730,"Gabinete Balam Rush Tank Super 9200 Tb Midi Tower, Psu No, Vent. 1x 120 Mm, Blanco",1,1000,1000,1430,1430
9/VE-Z1-2879,2025/VE-Z1-2879,VE-Z1-2879,27/05/2025,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
10/VE-Z1-2879,2025/VE-Z1-2879,VE-Z1-2879,27/05/2025,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,500,500,715,715
1/VE-Z1-2880 (TR),2025/VE-Z1-2880 (TR),VE-Z1-2880 (TR),27/05/2025,Procesador,100-100000884WOF,"Procesador AMD Ryzen Threadripper PRO 7995WX, Socket sTR5, 5.10GHz, 96 Núcleos, 384MB Caché - No incluye Disipador",1,191000,191000,273130,273130
2/VE-Z1-2880 (TR),2025/VE-Z1-2880 (TR),VE-Z1-2880 (TR),27/05/2025,Motherboard,PRO WS WRX90E-SAGE SE,ASUS Pro WS WRX90E-SAGE SE EEB Placa Base,1,30000,30000,42900,42900
3/VE-Z1-2880 (TR),2025/VE-Z1-2880 (TR),VE-Z1-2880 (TR),27/05/2025,GPU,TUF-RTX5090-32G-GAMING,"Tarjeta de Video ASUS NVIDIA TUF Gaming GeForce RTX 5090 32GB GDDR7 OC Edition, 32GB 512-bit GDDR7, PCI Express 5.0",1,54000,54000,71280,71280
4/VE-Z1-2880 (TR),2025/VE-Z1-2880 (TR),VE-Z1-2880 (TR),27/05/2025,RAM,,V-Color DDR5 512GB (64GBx8) 6000MHz CL36,1,40000,40000,57200,57200
5/VE-Z1-2880 (TR),2025/VE-Z1-2880 (TR),VE-Z1-2880 (TR),27/05/2025,SSD,AGAMMIXS70B-8000G-CS,"SSD XPG GAMMIX S70 BLADE NVMe, 8TB, M.2, 6300 MB/s Escritura, 7300 MB/s Lectura, PCI Express 4.0",4,12000,12000,17160,68640
6/VE-Z1-2880 (TR),2025/VE-Z1-2880 (TR),VE-Z1-2880 (TR),27/05/2025,Disipador,CW-9060075-WW,"Corsair iCUE H150i Elite LCD XT Enfriamiento Líquido para CPU, 3x 120mm, hasta 2100RPM, Negro",1,6300,6300,9009,9009
7/VE-Z1-2880 (TR),2025/VE-Z1-2880 (TR),VE-Z1-2880 (TR),27/05/2025,Fuente de Poder,MEG AI1600T PCIE5,"Fuente de Poder MSI MEG AI1600T PCIE5 80 PLUS Titanium, Modular, 24-pin ATX, 135mm, 1600W",1,11500,11500,16445,16445
8/VE-Z1-2880 (TR),2025/VE-Z1-2880 (TR),VE-Z1-2880 (TR),27/05/2025,Gabinete,H700E-IGNN-S00,"Gabinete Cooler Master HAF 700 EVO, Full Tower, ATX/EATX/Micro-ATX/Mini-ITX/SSI-CEB/SSI-EEB, USB 3.0, sin Fuente, 5 Ventiladores Instalados, Blanco",1,7000,7000,10010,10010
9/VE-Z1-2880 (TR),2025/VE-Z1-2880 (TR),VE-Z1-2880 (TR),27/05/2025,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
10/VE-Z1-2880 (TR),2025/VE-Z1-2880 (TR),VE-Z1-2880 (TR),27/05/2025,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,5000,5000,7150,7150
1/VE-Z1-2881xlsx,2025/VE-Z1-2881xlsx,VE-Z1-2881xlsx,27/05/2025,Sistema operativo,,Paquetería Office 2021 (MNKGV-MY8VR-XYGCM-XTFWY-X4WPX),1,419.58,419.58,600,600
1/VE-Z1-2882,2025/VE-Z1-2882,VE-Z1-2882,27/05/2025,Procesador,BX8071512700F,"Procesador Intel Core I7-12700f, Skt 1700, 2.10ghz, 12 Core, 25mb Cache",1,4300,4300,6149,6149
2/VE-Z1-2882,2025/VE-Z1-2882,VE-Z1-2882,27/05/2025,Motherboard,B760M DS3H AX DDR4,"Tarjeta Madre Gigabyte B760m Ds3h Ax Ddr4 Socket Lga 1700, Micro Atx",1,2200,2200,3146,3146
3/VE-Z1-2882,2025/VE-Z1-2882,VE-Z1-2882,27/05/2025,GPU,GV-N4060WF2OC-8GD,"Tarjeta De Video Gigabyte GeForce RTX 4060 Windforce Oc 8g GeForce, 8gb, 128 Bit, Gddr6, Pci Express 4.0",1,6000,6000,7920,7920
4/VE-Z1-2882,2025/VE-Z1-2882,VE-Z1-2882,27/05/2025,RAM,KF432C16BB/16,"Memoria Ram Kingston Fury Beast, 16gb, 3200mhz, Ddr4, Disipador Negro",1,500,500,715,715
5/VE-Z1-2882,2025/VE-Z1-2882,VE-Z1-2882,27/05/2025,SSD,SNV3S/500G,"Ssd Kingston Nv3 500gb, M.2, Pci Express 4.0, Lectura 5000 Mb/s, Escritura 3000 Mb/s",1,600,600,858,858
6/VE-Z1-2882,2025/VE-Z1-2882,VE-Z1-2882,27/05/2025,HDD 1,ST1000VX013,"Disco Duro Seagate Skyhawk 1tb, Sata Iii, 6 Gbit/s, Cache 256mb, 5400rpm, 3.5"", Videovigilancia",1,800,800,1144,1144
7/VE-Z1-2882,2025/VE-Z1-2882,VE-Z1-2882,27/05/2025,Disipador,RR-S4KK-25SN-R1,"Disipador De Calor Cooler Master Hyper 212 Black Edition, Amd/intel, 120mm",1,500,500,715,715
8/VE-Z1-2882,2025/VE-Z1-2882,VE-Z1-2882,27/05/2025,Fuente de Poder,SSR-650GB3,"Fuente De Poder Seasonic S12iii-650, 650w 80 Plus Bronze, 20+4 Pin Atx",1,1000,1000,1430,1430
9/VE-Z1-2882,2025/VE-Z1-2882,VE-Z1-2882,27/05/2025,Gabinete,XZCGB03B,"Gabinete Gamer Xzeal Xz120 Torre Atx, Panel Lateral Vidrio Templado, 3 Vent.120mm Rgb, Sin Fuente, Negro",1,600,600,858,858
10/VE-Z1-2882,2025/VE-Z1-2882,VE-Z1-2882,27/05/2025,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
11/VE-Z1-2882,2025/VE-Z1-2882,VE-Z1-2882,27/05/2025,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,500,500,715,715
1/VE-Z1-2883,2025/VE-Z1-2883,VE-Z1-2883,27/05/2025,Procesador,83JC004ULM,"Laptop Gamer Lenovo LOQ 15ARP9 15.6"" 1920x1080 Full HD, AMD Ryzen 7 7435HS, NVIDIA GeForce RTX 4050, 24GB, 512GB SSD, Windows 11 Home, Español",1,16000,16000,22880,22880
1/VE-Z1-2884,2025/VE-Z1-2884,VE-Z1-2884,28/05/2025,Procesador,82TS00PLLM,"Laptop Lenovo V14 G3 14"" 1920x1080 Full HD, Intel Core i3-1215U, 8GB, 512GB SSD, Windows 11 Home, Español",1,6000,6000,8580,8580
1/VE-Z1-2885,2025/VE-Z1-2885,VE-Z1-2885,27/05/2025,Procesador,YD3200C5FHBOX,"Procesador Amd Ryzen 3200g Socket Am4, 3.6 Ghz, Cache 4 Mb, Gráficos Si",1,1100,1100,1573,1573
2/VE-Z1-2885,2025/VE-Z1-2885,VE-Z1-2885,27/05/2025,Motherboard,90MB1500-M0EAY0,TARJETA MADRE ASUS PRIME A520M-K AMD RYZEN/AM4/DDR4/HDMI/M.2,1,900,900,1287,1287
3/VE-Z1-2885,2025/VE-Z1-2885,VE-Z1-2885,27/05/2025,RAM,AX4U320016G16A-SBKD35,Memoria Ddr4 Xpg Gamix D35 16gb 3200 Black Dimm(ax4u320016g16a-sbkd35),1,500,500,715,715
5/VE-Z1-2885,2025/VE-Z1-2885,VE-Z1-2885,27/05/2025,Gabinete,AC-933063,GABINETE ACTECK KIOTO GC220 M-ATX USB 2.0/500W ACRILICO AC-933063,1,400,400,572,572
6/VE-Z1-2885,2025/VE-Z1-2885,VE-Z1-2885,27/05/2025,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
7/VE-Z1-2885,2025/VE-Z1-2885,VE-Z1-2885,27/05/2025,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,500,500,715,715
1/VE-Z1-2886,2025/VE-Z1-2886,VE-Z1-2886,28/05/2025,Diadema,,"Audífonos Lenovo Stereo Analog Diadema, Alámbrico, 3.5 Mm, Negro",18,450,450,643.5,11583
1/VE-Z1-2887,2025/VE-Z1-2887,VE-Z1-2887,28/05/2025,Procesador,100-100000457BOX,"Procesador Amd Ryzen 5 5500, 3.60ghz, Socket Am4, Nucleos 6, Cache 16 Mb, Sin Graficos",1,1100,1100,1573,1573
2/VE-Z1-2887,2025/VE-Z1-2887,VE-Z1-2887,28/05/2025,Motherboard,PRIME B550M-A AC,"Tarjeta Madre Asus Prime B550m-a Ac, Amd Am4, Micro Atx",1,1600,1600,2288,2288
3/VE-Z1-2887,2025/VE-Z1-2887,VE-Z1-2887,28/05/2025,GPU,GV-N4060WF2OC-8GD,"Tarjeta De Video Gigabyte GeForce RTX 4060 Windforce Oc 8g GeForce, 8gb, 128 Bit, Gddr6, Pci Express 4.0",1,6000,6000,7920,7920
4/VE-Z1-2887,2025/VE-Z1-2887,VE-Z1-2887,28/05/2025,RAM,KF432C16BB/16,"Memoria Ram Kingston Fury Beast, 16gb, 3200mhz, Ddr4, Disipador Negro",1,500,500,715,715
5/VE-Z1-2887,2025/VE-Z1-2887,VE-Z1-2887,28/05/2025,SSD,SNV3S/500G,"Ssd Kingston Nv3 500gb, M.2, Pci Express 4.0, Lectura 5000 Mb/s, Escritura 3000 Mb/s",1,600,600,858,858
6/VE-Z1-2887,2025/VE-Z1-2887,VE-Z1-2887,28/05/2025,Fuente de Poder,GP-P650G-US,"Fuente De Poder Gigabyte, 80plus Gold, 650w, P650g, Negra",1,900,900,1287,1287
7/VE-Z1-2887,2025/VE-Z1-2887,VE-Z1-2887,28/05/2025,Gabinete,XZGAZNY1B,"Gabinete Xzeal X-zynergy, Soporta M-atx/itx, 1xusb 1.0, 1xusb 3.0, 3xvent Rgb, Negro",1,600,600,858,858
8/VE-Z1-2887,2025/VE-Z1-2887,VE-Z1-2887,28/05/2025,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
9/VE-Z1-2887,2025/VE-Z1-2887,VE-Z1-2887,28/05/2025,Teclado y ratón,AC-936750,"Kit Teclado Y Mouse Acteck Aurean Pro Mk477g Usb, Interruptor De Membrana, Retroiluminado, Alámbrico, 8000 Dpi, Negro",1,300,300,429,429
10/VE-Z1-2887,2025/VE-Z1-2887,VE-Z1-2887,28/05/2025,Monitor,24B30H2,"Monitor Led Aoc 24b30h2, 23.8"", 1920x1080, Full Hd 1080p, 100hz, Ips, Negro",1,1300,1300,1859,1859
11/VE-Z1-2887,2025/VE-Z1-2887,VE-Z1-2887,28/05/2025,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,500,500,715,715
1/VE-Z1-2888,2025/VE-Z1-2888,VE-Z1-2888,29/05/2025,GPU,GV-R9070GAMING OC-16GD,"Tarjeta de Video Gigabyte AMD Radeon RX 9070 GAMING OC, 16GB 256-bit GDDR6, PCI Express 5.0",1,12000,12000,15840,15840
1/VE-Z1-2889,2025/VE-Z1-2889,VE-Z1-2889,29/05/2025,Sistema operativo,Z1PAQU2021,Microsoft Office 2021 Professional Plus (PC),1,594.41,594.41,850,850
1/VE-Z1-2890,2025/VE-Z1-2890,VE-Z1-2890,29/05/2025,Procesador,100-100000931BOX,"Procesador Amd Ryzen 5 8500g, Am5, 3.50ghz, 16mb Cache, Disipador Wraith Stealth",1,2300,2300,3289,3289
2/VE-Z1-2890,2025/VE-Z1-2890,VE-Z1-2890,29/05/2025,Motherboard,90MB1ED0-M0EAYC,"Tarjeta Madre Asus Prime B650m-a Ax Ii-csm, Socket Am5, Micro-atx, 4xddr5-sdram, Wifi-6, Pcie-e 5.0",1,2300,2300,3289,3289
3/VE-Z1-2890,2025/VE-Z1-2890,VE-Z1-2890,29/05/2025,GPU,DUAL-RTX5060-O8G,Tarjeta De Video Asus Dual-rtx4060-o8g-v2 8gb Gddr6 Dlss3,1,6000,6000,7920,7920
4/VE-Z1-2890,2025/VE-Z1-2890,VE-Z1-2890,29/05/2025,RAM,KF556C36BBE-16,"Memoria Ram Kingston Technology Fury Beast 16 Gb, Ddr5, 288-pin Dimm, 5600 Mhz",1,700,700,1001,1001
5/VE-Z1-2890,2025/VE-Z1-2890,VE-Z1-2890,29/05/2025,SSD,SNV3S/1000G,"Ssd Kingston Nv3 1tb, M.2, Pci Express 4.0, Lectura 6000 Mb/s, Escritura 4000 Mb/s",1,900,900,1287,1287
6/VE-Z1-2890,2025/VE-Z1-2890,VE-Z1-2890,29/05/2025,Fuente de Poder,SSR-650GB3,"Fuente De Poder Seasonic S12iii-650, 650w 80 Plus Bronze, 20+4 Pin Atx",1,1000,1000,1430,1430
8/VE-Z1-2890,2025/VE-Z1-2890,VE-Z1-2890,29/05/2025,Sistema operativo,Z1INSSO10,Windows 10/11,1,0,0,0,0
9/VE-Z1-2890,2025/VE-Z1-2890,VE-Z1-2890,29/05/2025,Teclado y ratón,AC-936750,"Kit Teclado Y Mouse Acteck Aurean Pro Mk477g Usb, Interruptor De Membrana, Retroiluminado, Alámbrico, 8000 Dpi, Negro",1,300,300,429,429
10/VE-Z1-2890,2025/VE-Z1-2890,VE-Z1-2890,29/05/2025,Monitor,24B30H2,"Monitor Led Aoc 24b30h2, 23.8"", 1920x1080, Full Hd 1080p, 100hz, Ips, Negro",1,1300,1300,1859,1859
11/VE-Z1-2890,2025/VE-Z1-2890,VE-Z1-2890,29/05/2025,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,0,0,0,0
1/VE-Z1-2891 (INST),2025/VE-Z1-2891 (INST),VE-Z1-2891 (INST),29/05/2025,Procesador,100-100001590BOX,"Procesador Amd Ryzen 7 8700f, Socket Am5, 5ghz, Sin Graficos",1,4000,4000,5720,5720
2/VE-Z1-2891 (INST),2025/VE-Z1-2891 (INST),VE-Z1-2891 (INST),29/05/2025,Motherboard,90MB1ED0-M0EAYC,"Tarjeta Madre Asus Prime B650m-a Ax Ii-csm, Socket Am5, Micro-atx, 4xddr5-sdram, Wifi-6, Pcie-e 5.0",1,2300,2300,3289,3289
3/VE-Z1-2891 (INST),2025/VE-Z1-2891 (INST),VE-Z1-2891 (INST),29/05/2025,RAM,KF556C36BBE-16,"Memoria Ram Kingston Technology Fury Beast 16 Gb, Ddr5, 288-pin Dimm, 5600 Mhz",2,700,700,1001,2002
4/VE-Z1-2891 (INST),2025/VE-Z1-2891 (INST),VE-Z1-2891 (INST),29/05/2025,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,500,500,715,715
1/VE-Z1-2891,2025/VE-Z1-2891,VE-Z1-2891,29/05/2025,Procesador,100-100001590BOX,"Procesador Amd Ryzen 7 8700f, Socket Am5, 5ghz, Sin Graficos",1,4000,4000,5720,5720
2/VE-Z1-2891,2025/VE-Z1-2891,VE-Z1-2891,29/05/2025,Motherboard,90MB1ED0-M0EAYC,"Tarjeta Madre Asus Prime B650m-a Ax Ii-csm, Socket Am5, Micro-atx, 4xddr5-sdram, Wifi-6, Pcie-e 5.0",1,2300,2300,3289,3289
3/VE-Z1-2891,2025/VE-Z1-2891,VE-Z1-2891,29/05/2025,RAM,KF556C36BBE-16,"Memoria Ram Kingston Technology Fury Beast 16 Gb, Ddr5, 288-pin Dimm, 5600 Mhz",2,700,700,1001,2002
4/VE-Z1-2891,2025/VE-Z1-2891,VE-Z1-2891,29/05/2025,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,0,0,0,0
1/VE-Z1-2892,2025/VE-Z1-2892,VE-Z1-2892,29/05/2025,Procesador,83JC005SLM,"Laptop Lenovo Loq Loq 15arp9 Amd Ryzen 7 7435hs 24 Gb, 512 Gb Ssd, 15.6"", Windows 11 Home, T.video NVIDIA GeForce RTX 4050",1,15200,15200,21736,21736
2/VE-Z1-2892,2025/VE-Z1-2892,VE-Z1-2892,29/05/2025,Motherboard,90MB1ED0-M0EAYC,"Tarjeta Madre Asus Prime B650m-a Ax Ii-csm, Socket Am5, Micro-atx, 4xddr5-sdram, Wifi-6, Pcie-e 5.0",1,0,0,0,0
3/VE-Z1-2892,2025/VE-Z1-2892,VE-Z1-2892,29/05/2025,GPU,DUAL-RTX5060-O8G,Tarjeta De Video Asus Dual-rtx4060-o8g-v2 8gb Gddr6 Dlss3,1,0,0,0,0
4/VE-Z1-2892,2025/VE-Z1-2892,VE-Z1-2892,29/05/2025,RAM,KF556C36BBE-16,"Memoria Ram Kingston Technology Fury Beast 16 Gb, Ddr5, 288-pin Dimm, 5600 Mhz",1,0,0,0,0
5/VE-Z1-2892,2025/VE-Z1-2892,VE-Z1-2892,29/05/2025,SSD,SNV3S/1000G,"Ssd Kingston Nv3 1tb, M.2, Pci Express 4.0, Lectura 6000 Mb/s, Escritura 4000 Mb/s",1,0,0,0,0
6/VE-Z1-2892,2025/VE-Z1-2892,VE-Z1-2892,29/05/2025,Fuente de Poder,SSR-650GB3,"Fuente De Poder Seasonic S12iii-650, 650w 80 Plus Bronze, 20+4 Pin Atx",1,0,0,0,0
8/VE-Z1-2892,2025/VE-Z1-2892,VE-Z1-2892,29/05/2025,Sistema operativo,Z1INSSO10,Windows 10/11,1,0,0,0,0
9/VE-Z1-2892,2025/VE-Z1-2892,VE-Z1-2892,29/05/2025,Teclado y ratón,AC-936750,"Kit Teclado Y Mouse Acteck Aurean Pro Mk477g Usb, Interruptor De Membrana, Retroiluminado, Alámbrico, 8000 Dpi, Negro",1,0,0,0,0
10/VE-Z1-2892,2025/VE-Z1-2892,VE-Z1-2892,29/05/2025,Monitor,24B30H2,"Monitor Led Aoc 24b30h2, 23.8"", 1920x1080, Full Hd 1080p, 100hz, Ips, Negro",1,0,0,0,0
11/VE-Z1-2892,2025/VE-Z1-2892,VE-Z1-2892,29/05/2025,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,0,0,0,0
1/VE-Z1-2893,2025/VE-Z1-2893,VE-Z1-2893,29/05/2025,Procesador,100-100000719WOF,"Procesador Amd Ryzen 9 9950x3d Zen 5, Socket Am5, 5.7 Ghz, Cache 144 Mb, Graficos Si",1,12100,12100,17303,17303
2/VE-Z1-2893,2025/VE-Z1-2893,VE-Z1-2893,29/05/2025,Motherboard,TUF GAMING B650-PLUS WIFI,"Tarjeta Madre Asus Tuf Gaming B650-plus Wifi, Skt Amd Am5, Ddr5, Usb 3.2, Hdmi, Dp, Wi-fi 6",1,3150,3150,4504.5,4504.5
3/VE-Z1-2893,2025/VE-Z1-2893,VE-Z1-2893,29/05/2025,GPU,GV-N507TGAMING OC-16GD,"Tarjeta De Video Gigabyte GeForce RTX 5070 Ti, 16 Gb, 256 Bit, Gddr7, Pci Express 5.0",1,18500,18500,24420,24420
